name,points,avatar
Lydia,0,assets/avatars/Lydia.jpeg
Lilly,0,assets/avatars/lilly.jpeg
Len,0,assets/avatars/len.jpeg
Habiba,0,assets/avatars/habiba.jpeg
Jonny,0,assets/avatars/jonny.jpeg
Aries,0,assets/avatars/aries.jpeg
Gem,0,assets/avatars/gem.jpeg
